index,entity,disambig_term,text,wikipedia_link
"4839","inside","Inside","Ethels Chocolate Lounge-inside Nordstrom mall, great $20 chocolate fondue for 2!!!!Chicago Pizza Grinder-you'll have to drive down clark st to get there, but pest pizza and mediterranean bread ever, worth the long wait","https://en.wikipedia.org/wiki/Indoors"
"4840","probe","Probe","<p>I have been using Probe to monitor tomcat server and web application.",""
"4841","woodley","Woodley","Woodley stands at 42 in.",""
"4842","cartridge","Cartridge","The case in question is a surplus copper-washed, steel case for the 7.62x54r cartridge.","https://en.wikipedia.org/wiki/Cartridge_(firearms)"
"4843","scofield","Scofield","In prison break, why is Lincon Burrows and Micheal is Scofield?","https://en.wikipedia.org/wiki/Michael_Scofield"
"4844","chao","Chao","Chao, 63, was labor secretary under President George W. Bush and the first Asian American woman to serve in a president's Cabinet.","https://en.wikipedia.org/wiki/Elaine_Chao"
"4845","projection","Projection","The perfect fit is achieved by ensuring that the Alignment Block Depth and Projection is a perfect match to the Depth and Projection of the matching Ornamental Mouldings 712WHW or 712 - 8 ft.","https://en.wikipedia.org/wiki/Projection"
"4846","lifeline","Lifeline","Lifeline's 33 Piece Emergency Roadside Assistance and First Aid Kit stores conveniently in a vehicle trunk or behind a truck seat to provide extra safety and security when traveling.",""
"4847","setup","Setup","<p>I am trying to write a test which, in it's fixtures Setup, it backs up a file and deletes the original, runs the test without the original present, then in the teardown, restores the original from the backup.","https://en.wikipedia.org/wiki/Installation_(computer_programs)"
"4848","ppd","PPD","PPD was used as antigen for both reactions.","https://en.wikipedia.org/wiki/Mantoux_test"
"4849","patch","Patch","We strive for civil, enlightened discussions on Patch stories and local issues.","https://en.wikipedia.org/wiki/Patch_Media"
"4850","beam","Beam","The usual sheet-to-beam ratio in a combined sheet piling wall system is around 75% sheet to 25% beam.","https://en.wikipedia.org/wiki/Beam_(structure)"
"4851","block","Block","This Outside Corner Block is primed and ready for finishing.","https://en.wikipedia.org/wiki/City_block"
"4852","dutchy","Dutchy","I just tried to put it on Dutchy's blade, and he did the rest.",""
"4853","hutchison","Hutchison","hutchison told to pull down mobile tower","https://en.wikipedia.org/wiki/Hutchison_Asia_Telecom_Group"
"4854","si","Si","Dobutamine ameliorated the SI and SWILV in an increasing fashion up to a dose of 10 microgram.kg-1.min-1 only and without restoring them to the control values of the pre-operative period.","https://en.wikipedia.org/wiki/Silicon"
"4855","bolshoi","Bolshoi","First ever American ballerina to join the Bolshoi has quit, accusing the theater of extortion","https://en.wikipedia.org/wiki/Bolshoi_Theatre"
"4856","seven years","Seven Years","I am an operations coordinator with over seven years of experience, what other job opportunities do I have out in the market with a higher pay scale?","https://en.wikipedia.org/wiki/7"
"4857","deadline","Deadline","I was relieved to get one of the housekeeping supervisors five minutes before a 9AM deadline for pickup on Saturday December 13 who understood a had laundry and dry cleaning tp be done.","https://en.wikipedia.org/wiki/Time_limit"
"4858","favor","Favor","Just 23% favor the current system in Texas that counts all residents including illegal immigrants.",""
"4859","true","true","For example, a spacecraft might cross a planet's equator at 10Â° true anomaly.","https://en.wikipedia.org/wiki/Truth"
"4860","mm","MM","The smallest possum, indeed the smallest diprotodont marsupial, is the Tasmanian pygmy possum, with an adult head-body length of 70 mm (2 3â„4 in) and a weight of 10 g (3â„8 oz).","https://en.wikipedia.org/wiki/Millimetre"
"4861","nul","NUL","Also what is that NUL thing?",""
"4862","rbs","RBS","Barclays and RBS shares suspended from trading after tanking more than 8%","https://en.wikipedia.org/wiki/Royal_Bank_of_Scotland"
"4863","paste","Paste","<p>I use standard Cut, Copy and Paste commands (which is part of ApplicationCommands class).","https://en.wikipedia.org/wiki/Cut,_copy,_and_paste"
"4864","glut","Glut","Is it easy to create GLUT pop-up menus for my OpenGL application?","https://en.wikipedia.org/wiki/OpenGL_Utility_Toolkit"
"4865","wacom","WACOM","<p>If possible I want to catch pressure sensitive input from a Wacom tablet in Python.","https://en.wikipedia.org/wiki/Wacom_(company)"
"4866","roanoke","Roanoke","Trump told a crowd in Roanoke, Va., in September, â€œincludes expanded access to Healthcare Savings Accounts, with support for those who need it.","https://en.wikipedia.org/wiki/Roanoke,_Virginia"
"4867","hyper","Hyper","What are Hyper velocity guns?",""
"4868","srs","SRS","I expected to see some SRS, SDD, ICD, SVD, SIP, ... documents and acceptance test documentation for those subsystems...","https://en.wikipedia.org/wiki/Software_requirements_specification"
"4869","ambu","Ambu","In group I the simplest resuscitation procedures were applied: artificial respiration with AMBU self-expanding bag and heart massage.","https://en.wikipedia.org/wiki/Bag_valve_mask"
"4870","charley","Charley","Ellen, Charley, Dad & Cali are all doing well.",""
"4871","yugoslav","Yugoslav","A former Yugoslav general was arrested in Montenegro on Sunday on suspicion of having committed war crimes in the 1990s.","https://en.wikipedia.org/wiki/Yugoslavs"
"4872","zuma","Zuma","South Africa's President Zuma ordered by constitutional court to repay costs of upgrading house with public money","https://en.wikipedia.org/wiki/Jacob_Zuma"
"4873","ray","Ray","FahrenheitRachael Ray is a trademark of Ray Marks Co.",""
"4874","texas rangers","Texas Rangers","What are the responsibilities of Texas Rangers and how do they interact with other law enforcement agencies?","https://en.wikipedia.org/wiki/Texas_Ranger_Division"
"4875","binary","Binary","My first reflex was to use XML or Binary serialization but this is turning into a nightmare.","https://en.wikipedia.org/wiki/Binary_code"
"4876","operation","Operation","No matter what I do, I always get this Operation timed out error.",""
"4877","toilet bowl","Toilet Bowl","Sani Seal Toilet Gasket is a revolutionary development in Toilet Bowl-to-Flange sealing that is flexible, wax-less and repositionable.","https://en.wikipedia.org/wiki/Toilet"
"4878","dispersion","Dispersion","Commercially it is sold as a 50% dispersion in water or as a spray dried powder. 1 Calcium stearate is used as a flow agent in powders including some foods (such as Smarties), a surface conditioner in hard candies such as Sprees, a waterproofing agent for fabrics, a lubricant in pencils and crayons.","https://en.wikipedia.org/wiki/Dispersion_(chemistry)"
"4879","sweeney","Sweeney","If this news event has caused you some anxiety, Sweeney says, use this as an opportunity to rebalance.","https://en.wikipedia.org/wiki/Sweeney_(name)"
"4880","jessica","Jessica","jessica is right, they feed through pores in their skin meaning they are indeed filter feeders.","https://en.wikipedia.org/wiki/Jessica_(name)"
"4881","ne","NE","AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, ME, MI, MN, MO ,MT, ND, NE, NH, NJ, NV, NY,","https://en.wikipedia.org/wiki/Nebraska"
"4882","speaker","Speaker","Uganda will pass anti-homosexuality bill this year, says Speaker.","https://en.wikipedia.org/wiki/Speaker_(politics)"
"4883","rose bowl","Rose Bowl","Tom Nickoloff , a receiver who played on Southern California's 10-1 team that beat Wisconsin in the 1953 Rose Bowl, has died.","https://en.wikipedia.org/wiki/Rose_Bowl_Game"
"4884","ptt","PTT",", PTT released, Toast.","https://en.wikipedia.org/wiki/Push-to-talk"
"4885","nin","Nin","In order for eval() to evaluate it, i need to escape the apostrophe in runner_name (Nin's Lad).",""
"4886","papi","PAPI","When we migrated it to the new PAPI, the select qworks fine because authentication with OAuth2 is not necessary.","https://en.wikipedia.org/wiki/Performance_Application_Programming_Interface"
"4887","vladimir","Vladimir","On advice of Vladimir and Heiko, I changed my thread to a AnyncTask.","https://en.wikipedia.org/wiki/Vladimir_(name)"
"4888","kelly","Kelly","What gift does Chuck Noland give to his wife Kelly in the movie Cast Away?","https://en.wikipedia.org/wiki/Kelly_(given_name)"
"4889","universal","Universal","Then, late in the evening of November 16, 2016, Universal dropped the full trailer for Kong: Skull Island online and everything changed.","https://en.wikipedia.org/wiki/Universal_Pictures"
"4890","brew","Brew","Let say if I have a simple 2D C++ game engine and have a PC game based on that engine and I want to port it to different mobile platforms BREW, J2ME, iPhone, Android, Symbian, etc..","https://en.wikipedia.org/wiki/Binary_Runtime_Environment_for_Wireless"
"4891","pn","PN","The room we had at The White Hall (for an extra Â£25.00 pn) was great (overlooking the gardens) but everything else about the hotel was just mediocre.","https://en.wikipedia.org/wiki/Promissory_note"
"4892","imperial","Imperial","In the UK a beer barrel is 36 imperial gallons (43 US gal; 164 L).","https://en.wikipedia.org/wiki/Imperial_(beer)"
"4893","susy","Susy","<p>This is my first time using Susy.",""
"4894","sweeney","Sweeney","Use Sweeney's 6 oz.",""
"4895","anna","Anna","Printed images of some of the most iconic characters and images within the movie including Elsa, Anna, Olaf, the ice palace and snowflakes are seen throughout every sheet.","https://en.wikipedia.org/wiki/Anna_(given_name)"
"4896","tu","TU","['Su', 'Mo', 'Tu', 'We', 'Th', 'Fr','Sa']","https://en.wikipedia.org/wiki/Tuesday"
"4897","henley","Henley","You don't make any money from recording music anymore, Henley said.","https://en.wikipedia.org/wiki/Henley_(name)"
"4898","rosalind","Rosalind","I would like to store the word Rosalind_, and store every line, concatenate all, and have just one string having all the lines.",""
"4899","pre","Pre","The placename derives from the Olde English pre 7th Century scir, meaning bright, plus leah, wood, clearing.",""
"4900","mustard","Mustard","The Mustard collar ends fit CTS Copper, PEX, CPVC or PE-RT pipe.","https://en.wikipedia.org/wiki/Mustard_(color)"
"4901","morgan","Morgan","How did Morgan (2016 movie) get greenlit?","https://en.wikipedia.org/wiki/Morgan_(2016_film)"
"4902","kei","Kei","Charles and Kei for your kind help.","https://en.wikipedia.org/wiki/Kei_(given_name)"
"4903","precision","Precision","Precision pliers are great for gripping small objects in confined spaces.","https://en.wikipedia.org/wiki/Accuracy_and_precision"
"4904","cashback","Cashback","I visualize this as the 3% overall margin minus 2% cashback.","https://en.wikipedia.org/wiki/Cashback_reward_program"
"4905","arco","Arco","How does Chevron gas and ARCO gas compare?","https://en.wikipedia.org/wiki/ARCO"
"4906","meego","Meego","Power by plugging the USB power cable into virtually any USB port, or by connecting to the included AC wall outlet adapterOnboard adjustable volume knobs and bass level equalizer allow you to easily find your perfect audio balanceWith the ability to power via USB, this portable speaker is a perfect addition to a college dorm room, teacher office, student classroom or anywhere elseLaptops: Apple Macbook Pro , Air , Retina / Alienware / Chromebook / Toshiba Satellite , Portege, Qosmio , Tecra / HP Ultrabook , ENVY , Folio , Pavilion / ASUS Republic of Gamers , Eee Seashell , Meego /","https://en.wikipedia.org/wiki/MeeGo"
"4907","afa","AFA","What is the difference between INA, IMA, AFA and OTA?","https://en.wikipedia.org/wiki/United_States_Air_Force_Academy"
"4908","leon","Leon","And I think Leon did a wonderful job and he's highly regarded at the agency the people who know him from the House Intelligence Committee","https://en.wikipedia.org/wiki/Leon_(given_name)"
"4909","command","Command","Field tests were conducted in the Command and Control Vehicle (C2V), an enclosed armored vehicle, designed to support both stationary and on-the-move operations.","https://en.wikipedia.org/wiki/Command_and_control"
